seq,rx1,rx1_rssi,rx1_ts_us,rx1_data,rx2,rx2_rssi,rx2_ts_us,rx2_data,rx3,rx3_rssi,rx3_ts_us,rx3_data,rx4,rx4_rssi,rx4_ts_us,rx4_data
1046,1,-31,2814025656,"[0,0,0,0,0,0,0,0,0,0,-23,13,-23,13,-23,13,-23,13,-25,13,-26,14,-26,13,-25,12,-26,12,-26,11,-28,11,-28,9,-29,9,-29,9,-30,9,-30,11,-29,9,-28,8,-30,7,-31,7,-31,6,-30,6,-30,7,-30,8,-31,7,-31,7,-33,6,-33,6,-33,6,-31,6,-34,4,-35,4,-35,4,-34,2,-35,3,-34,3,-34,3,-31,2,-34,2,-35,2,-35,2,-36,2,-36,3,-36,4,-36,2,-36,1,-35,1,-34,2,-34,1,-34,1,-34,1,-34,2,-34,1,-34,1,-35,2,-35,2,-34,2,-31,2,-34,1,-36,1,-36,1,-36,2,-35,3,-33,3,-34,3,-34,4,-34,4,-33,6,-33,4,-33,3,-33,7,-31,9,-34,8,-36,7,-35,8,-33,7,-33,9,-33,9,-33,9,-31,9,-31,11,-31,12,-31,12,-30,11,-30,11,-31,11,-31,12,-31,12,-31,12,-31,11,-31,12,-30,12,-30,13,-30,13,-31,15,-31,17,-31,18,-31,18,-31,17,-31,14,-31,15,-30,17,-29,17,-29,18,-30,19,-31,19,-31,19,-30,19,-30,20,-30,22,-30,20,-30,19,-30,20,-30,20,-33,22,-34,23,-31,25,-30,28,-29,25,-28,22,-29,23,-29,24,-31,20,0,0,-29,25,-29,25,-30,23,-30,19,-29,22,-29,23,-28,23,-26,24,-28,23,-28,23,-28,23,-26,23,-26,23,-26,22,-26,24,-25,25,-25,24,-24,22,-24,23,-24,23,-24,24,-22,25,-22,24,-22,24,-20,23,-20,23,-22,24,-22,25,-22,26,-22,28,-20,26,-18,25,-18,26,-17,28,-17,26,-18,26,-17,26,-15,26,-15,26,-15,25,-15,26,-15,26,-14,28,-13,29,-14,26,-15,24,-14,25,-12,28,-13,26,-12,26,-12,28,-11,29,-11,29,-12,30,-12,30,-12,29,-9,30,-8,30,-9,29,-12,26,-11,28,-9,29,-9,29,-8,29,-8,29,-9,29,-8,30,-7,30,-8,31,-9,31,-7,30,-6,30,-6,30,-6,29,-8,29,-9,29,-8,30,-7,30,-8,30,-8,29,-7,29,-7,30,-7,30,-7,30,-8,29,-8,28,-8,29,-8,30,-8,30,-7,29,-8,29,-8,29,-9,29,-12,28,-11,26,-11,25,-11,25,-12,24,-9,25,-8,25,-9,25,-11,25,-8,24,-6,24,-7,25,-9,26,-11,24,-13,20,-13,23,-12,24,-12,23,-12,20,-12,20,-12,20,-12,20,-12,19,-13,19,-14,19,-13,18,-12,18,-14,17,-17,15,-17,15,0,0,0,0,0,0,0,0]",1,-27,2808886777,"[0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,6,5,6,5,6,4,6,4,6,4,7,4,7,4,7,4,7,4,7,4,7,3,7,4,7,3,8,3,8,3,8,3,8,3,8,3,8,3,8,2,8,2,9,2,9,1,8,2,9,2,9,2,9,2,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,0,9,0,9,0,9,0,10,0,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,-1,9,-1,9,-1,9,-1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,-1,9,-1,9,0,9,0,8,0,8,0,8,0,8,0,9,0,9,0,9,0,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,8,0,9,0,9,0,9,0,8,0,8,0,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,10,0,10,0,9,0,9,1,9,0,9,0,9,0,10,1,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,10,1,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,0,10,0,11,0,10,0,0,0,9,0,9,0,10,0,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,0,9,0,9,0,10,0,10,0,10,0,10,0,9,0,9,0,9,0,9,0,9,1,9,0,9,0,9,0,9,0,8,0,8,0,9,0,9,0,9,0,9,1,9,0,9,0,8,0,8,0,8,0,8,1,9,1,8,1,8,1,8,1,9,1,8,0,8,0,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,0,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,9,1,8,0,8,1,8,1,8,1,8,1,8,1,8,1,9,1,9,0,8,0,8,0,8,0,9,0,9,0,9,0,9,0,9,0,8,0,8,0,8,0,8,0,9,0,8,0,8,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,7,-1,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,7,-2,6,-3,6,-2,7,-3,6,-3,6,-3,6,-3,6,-3,6,-4,5,-4,5,0,0,0,0,0,0,0,0]",1,-23,2808484666,"[0,0,0,0,0,0,0,0,0,0,-15,78,-15,78,-15,75,-11,71,-15,75,-15,78,-18,78,-18,71,-22,78,-26,78,-30,78,-30,78,-33,75,-37,71,-37,71,-33,75,-37,71,-37,71,-45,71,-48,75,-45,71,-45,67,-45,67,-48,71,-48,71,-48,71,-52,67,-56,63,-56,71,-60,75,-63,71,-63,67,-67,67,-67,67,-63,67,-63,67,-63,63,-60,60,-67,60,-75,60,-71,63,-67,63,-71,63,-75,63,-75,60,-75,56,-71,56,-71,56,-75,52,-78,48,-78,52,-78,56,-75,52,-75,52,-75,52,-75,52,-75,56,-75,56,-75,56,-75,56,-78,52,-78,48,-75,52,-71,52,-71,52,-71,56,-71,52,-71,52,-75,48,-75,48,-71,52,-71,52,-71,52,-71,52,-71,52,-67,56,-71,56,-71,56,-71,60,-67,60,-67,63,-67,63,-71,60,-71,60,-71,60,-75,60,-71,60,-67,60,-67,60,-71,60,-71,60,-67,63,-71,60,-75,60,-75,63,-78,63,-71,67,-67,71,-67,71,-67,67,-67,71,-71,67,-71,71,-71,75,-75,71,-78,71,-78,75,-78,78,-75,78,-75,75,-75,71,-75,67,-75,71,-75,75,-78,75,-78,71,-75,71,-71,75,-75,78,-75,82,-78,71,-82,63,-60,101,0,0,-71,71,-71,71,-78,75,-86,78,-86,75,-82,71,-86,67,-86,63,-78,67,-75,71,-78,71,-82,67,-78,71,-75,71,-82,67,-86,67,-86,63,-82,60,-78,63,-75,63,-75,67,-78,63,-67,67,-67,71,-71,67,-75,67,-71,63,-67,63,-71,63,-78,67,-75,67,-71,67,-67,67,-63,71,-63,67,-67,67,-67,60,-67,56,-67,60,-67,67,-63,63,-60,63,-60,67,-56,67,-60,67,-60,63,-60,63,-56,71,-60,63,-60,63,-60,67,-60,67,-60,67,-60,67,-60,71,-60,71,-60,75,-56,75,-60,75,-63,71,-63,71,-60,71,-63,71,-63,71,-60,71,-60,67,-60,71,-60,75,-60,75,-60,71,-63,67,-63,63,-63,67,-60,71,-63,71,-63,75,-63,71,-63,67,-67,67,-71,67,-71,67,-67,67,-71,67,-71,67,-71,67,-71,67,-71,67,-71,67,-71,63,-67,56,-75,63,-75,60,-75,60,-75,56,-75,52,-75,52,-75,48,-75,48,-75,48,-71,52,-75,48,-78,45,-75,45,-75,48,-75,45,-75,37,-75,37,-71,33,-75,30,-75,30,-75,30,-71,26,-71,26,-75,30,-75,26,-78,22,-75,22,-75,22,-75,18,-75,11,-78,3,-78,-3,-78,-7,0,0,0,0,0,0,0,0]",1,-29,2814909210,"[0,0,0,0,0,0,0,0,0,0,-11,-15,-11,-15,-11,-15,-11,-15,-11,-16,-11,-17,-11,-17,-10,-18,-10,-18,-9,-18,-9,-19,-9,-19,-8,-21,-8,-21,-7,-21,-7,-21,-8,-21,-8,-21,-7,-22,-6,-22,-5,-22,-5,-22,-5,-22,-5,-22,-4,-22,-3,-23,-3,-25,-2,-26,-3,-25,-3,-23,-2,-26,-2,-27,-2,-27,-1,-27,-2,-26,-3,-26,-1,-26,0,-25,1,-25,1,-25,1,-26,1,-27,1,-27,1,-27,1,-26,2,-26,2,-26,2,-26,3,-26,4,-26,3,-27,3,-27,3,-26,2,-25,3,-26,3,-27,2,-27,2,-27,2,-26,2,-25,3,-26,4,-28,3,-27,3,-26,2,-26,2,-25,2,-26,2,-27,2,-26,2,-25,2,-25,2,-25,1,-25,0,-25,0,-26,2,-25,1,-27,1,-28,0,-28,-1,-28,-1,-27,-1,-25,-1,-26,0,-26,0,-26,1,-25,0,-26,0,-27,-1,-27,-2,-28,-2,-27,-2,-27,-2,-28,-2,-29,-2,-29,-2,-29,-2,-29,-2,-28,-2,-29,-3,-29,-3,-29,-1,-27,-4,-28,-4,-27,-5,-29,-5,-30,-5,-30,-4,-30,-4,-30,-4,-29,-5,-31,-5,-32,-5,-31,-6,-31,-5,-30,-4,-29,-3,-31,-3,-32,-5,-31,-8,-30,-6,-30,-4,-30,-1,-31,0,0,-3,-31,-3,-31,-3,-31,-3,-31,-3,-31,-4,-31,-3,-31,-3,-31,-2,-31,-2,-32,-2,-31,-2,-31,-4,-31,-6,-30,-4,-30,-3,-29,-3,-29,-3,-29,-3,-29,-3,-28,-4,-28,-2,-30,-5,-29,-6,-29,-6,-28,-5,-28,-5,-28,-5,-27,-4,-28,-4,-28,-5,-27,-7,-27,-8,-28,-8,-28,-8,-27,-7,-26,-7,-27,-7,-27,-6,-28,-6,-27,-6,-27,-6,-26,-8,-27,-11,-27,-10,-26,-8,-25,-8,-26,-10,-27,-9,-26,-8,-26,-9,-26,-10,-26,-10,-27,-10,-27,-9,-26,-7,-25,-9,-26,-11,-27,-10,-27,-10,-27,-10,-27,-10,-27,-10,-27,-10,-26,-10,-27,-10,-27,-10,-27,-10,-27,-10,-27,-10,-27,-10,-27,-11,-27,-10,-28,-9,-28,-10,-29,-10,-29,-10,-29,-8,-29,-9,-29,-8,-28,-8,-29,-8,-30,-8,-29,-8,-29,-8,-29,-8,-29,-8,-30,-8,-30,-7,-29,-6,-28,-6,-28,-6,-28,-4,-29,-2,-29,-2,-29,-3,-29,-2,-29,-2,-29,-2,-29,-2,-28,-2,-28,-1,-28,-2,-28,-2,-28,-1,-28,0,-28,1,-27,1,-26,2,-27,2,-27,2,-26,2,-25,3,-25,4,-23,4,-23,5,-25,6,-23,6,-23,7,-22,7,-21,9,-21,11,-21,11,-21,0,0,0,0,0,0,0,0]"
1047,1,-29,2814052471,"[0,0,0,0,0,0,0,0,0,0,-29,11,-29,13,-31,13,-34,13,-34,13,-34,13,-34,11,-31,7,-35,7,-35,5,-35,5,-35,7,-37,4,-37,2,-38,2,-40,2,-38,1,-38,1,-38,1,-38,1,-40,1,-38,1,-38,0,-38,-1,-38,-2,-38,-4,-40,-2,-40,-1,-41,-2,-41,-2,-41,-2,-40,-4,-41,-4,-40,-7,-43,-5,-43,-5,-41,-5,-40,-5,-40,-7,-38,-7,-40,-8,-41,-8,-41,-7,-43,-4,-41,-7,-41,-10,-40,-8,-40,-8,-40,-10,-38,-10,-40,-10,-40,-8,-41,-8,-41,-8,-41,-10,-41,-11,-41,-10,-40,-10,-41,-8,-41,-7,-40,-7,-37,-8,-40,-7,-41,-7,-40,-7,-37,-8,-38,-7,-38,-5,-38,-7,-38,-8,-38,-7,-37,-4,-38,-4,-38,-4,-40,-5,-40,-7,-40,-5,-40,-5,-40,-4,-38,-1,-40,-1,-40,0,-40,-1,-40,-1,-38,-1,-38,-2,-38,-1,-38,0,-40,0,-40,0,-40,0,-40,0,-41,0,-41,1,-41,2,-41,2,-41,4,-40,5,-41,2,-43,1,-43,2,-41,1,-43,4,-41,5,-43,4,-43,4,-43,4,-43,5,-43,7,-44,7,-44,5,-46,4,-44,5,-41,7,-44,8,-47,10,-44,8,-43,7,-44,8,-46,10,-44,10,-44,10,-44,8,0,0,-44,5,-44,5,-44,5,-43,4,-44,7,-46,8,-46,8,-46,7,-43,8,-41,8,-41,7,-43,5,-41,7,-40,8,-40,7,-40,5,-40,7,-40,8,-40,8,-38,8,-38,10,-40,7,-38,11,-37,11,-37,11,-37,10,-37,10,-37,8,-37,10,-35,11,-35,11,-35,13,-35,13,-34,14,-34,13,-32,13,-34,13,-35,14,-34,14,-34,14,-32,14,-31,16,-31,17,-31,20,-31,19,-32,16,-32,16,-29,19,-31,17,-31,17,-29,17,-28,17,-31,17,-31,19,-31,19,-28,20,-29,22,-29,22,-29,22,-29,20,-29,20,-28,19,-28,19,-28,19,-29,19,-31,20,-29,22,-28,23,-29,22,-29,19,-28,19,-26,19,-28,20,-28,20,-29,20,-29,20,-29,20,-28,20,-28,19,-26,17,-28,17,-31,17,-31,20,-31,22,-29,20,-29,20,-29,19,-29,19,-29,17,-29,22,-29,19,-29,17,-29,17,-29,16,-29,14,-29,13,-29,14,-29,14,-31,14,-32,13,-31,14,-29,14,-29,14,-29,14,-29,13,-29,11,-29,10,-28,8,-28,8,-28,10,-29,8,-29,7,-28,7,-26,7,-26,7,-26,5,-26,7,-26,7,-26,4,-26,2,-26,0,-26,-1,-26,-1,0,0,0,0,0,0,0,0]",1,-27,2808913593,"[0,0,0,0,0,0,0,0,0,0,-7,0,-7,0,-7,-1,-7,-1,-8,-1,-8,-1,-8,-1,-7,-2,-8,-2,-8,-2,-8,-2,-7,-3,-7,-3,-7,-3,-7,-3,-7,-3,-8,-4,-8,-4,-8,-4,-7,-4,-8,-4,-8,-4,-8,-4,-7,-4,-7,-4,-7,-5,-7,-5,-7,-6,-7,-6,-7,-5,-7,-5,-7,-6,-7,-6,-6,-6,-7,-6,-7,-6,-7,-6,-7,-6,-6,-6,-6,-7,-6,-7,-6,-7,-6,-7,-7,-6,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-6,-7,-5,-7,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-7,-6,-7,-6,-6,-6,-7,-6,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-6,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-7,-8,-6,-8,-6,-8,-6,0,0,-8,-7,-8,-7,-8,-7,-7,-7,-7,-7,-8,-7,-7,-7,-7,-7,-7,-6,-8,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-5,-7,-6,-8,-6,-8,-5,-7,-6,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-6,-7,-5,-7,-5,-7,-5,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-8,-4,-7,-4,-7,-5,-7,-4,-7,-4,-8,-4,-8,-4,-7,-4,-7,-4,-7,-4,-7,-3,-7,-4,-7,-4,-7,-4,-7,-3,-7,-3,-7,-3,-7,-3,-7,-3,-8,-3,-8,-3,-8,-3,-7,-3,-7,-3,-7,-3,-7,-3,-8,-3,-8,-3,-8,-3,-8,-3,-8,-2,-8,-3,-7,-3,-7,-3,-7,-3,-8,-3,-8,-4,-8,-3,-8,-3,-8,-3,-8,-4,-8,-4,-7,-3,-7,-4,-7,-4,-8,-4,-8,-4,-7,-4,-7,-4,-7,-4,-8,-4,-8,-4,-7,-3,-7,-4,-7,-4,-7,-4,-7,-5,-7,-5,-6,-5,-6,-5,-6,-4,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-4,-6,-5,-6,-5,-6,-5,-5,-6,-5,-5,-5,-5,-5,-5,-4,-6,-4,-5,-4,-5,-4,-5,-4,-5,-4,-5,-4,-5,-4,-5,-4,-6,-3,-6,-2,-6,-2,-6,0,0,0,0,0,0,0,0]",1,-23,2808511482,"[0,0,0,0,0,0,0,0,0,0,-54,-50,-54,-50,-54,-54,-50,-54,-50,-58,-54,-61,-50,-65,-46,-61,-46,-69,-42,-69,-42,-69,-42,-69,-42,-73,-38,-73,-38,-73,-38,-69,-34,-73,-34,-77,-30,-81,-27,-81,-27,-85,-30,-85,-30,-88,-27,-88,-23,-88,-19,-85,-19,-88,-19,-92,-19,-92,-15,-88,-15,-88,-15,-88,-11,-92,-7,-92,-11,-92,-11,-92,-7,-92,-7,-92,-7,-92,-7,-92,-3,-92,0,-96,0,-96,0,-96,0,-96,0,-96,3,-96,7,-96,7,-96,7,-92,11,-92,11,-92,7,-92,3,-96,3,-96,7,-96,7,-96,7,-92,7,-92,11,-92,11,-92,11,-92,11,-88,11,-88,11,-88,11,-88,11,-88,7,-88,11,-88,11,-92,11,-88,11,-85,7,-88,7,-92,7,-92,15,-88,7,-88,3,-88,7,-92,7,-92,3,-92,0,-92,3,-92,11,-92,11,-92,11,-92,7,-92,7,-88,7,-92,7,-96,7,-92,3,-92,3,-92,7,-96,3,-96,3,-96,0,-96,0,-96,0,-96,0,-100,0,-100,3,-104,0,-100,0,-104,3,-104,7,-104,3,-108,0,-108,3,-108,3,-104,7,-104,7,-104,7,-104,3,-104,3,-108,7,-112,7,-112,7,-108,3,-112,0,-112,7,-108,11,-100,-11,-116,0,0,15,-108,15,-108,15,-108,15,-108,15,-108,11,-112,15,-112,19,-112,15,-108,11,-104,15,-108,23,-108,15,-104,11,-104,15,-104,15,-104,19,-104,19,-100,15,-100,11,-100,15,-96,19,-96,15,-96,15,-96,19,-96,19,-96,15,-96,11,-96,11,-92,15,-92,15,-92,15,-92,11,-96,7,-100,7,-96,7,-88,11,-88,11,-88,11,-92,11,-92,11,-92,7,-92,7,-92,7,-88,7,-88,11,-88,11,-92,0,-92,7,-88,3,-88,7,-92,11,-92,11,-92,7,-96,11,-96,11,-96,7,-96,3,-92,7,-92,11,-88,11,-92,7,-96,7,-96,7,-92,7,-92,7,-92,7,-96,3,-100,11,-96,15,-92,11,-92,11,-92,7,-96,7,-96,11,-96,19,-96,19,-96,15,-92,19,-92,19,-88,19,-92,19,-96,19,-96,23,-96,23,-96,27,-92,27,-92,27,-88,30,-88,27,-85,30,-88,30,-85,34,-88,38,-92,38,-88,38,-81,42,-81,42,-81,42,-81,42,-81,42,-81,42,-77,42,-77,38,-81,46,-77,54,-69,50,-69,50,-65,50,-65,50,-65,58,-61,58,-61,58,-61,58,-61,58,-61,58,-58,54,-58,54,-54,54,-50,58,-50,65,-42,69,-34,69,-34,0,0,0,0,0,0,0,0]",1,-29,2814936025,"[0,0,0,0,0,0,0,0,0,0,1,-20,1,-20,2,-19,3,-19,3,-20,4,-21,4,-21,5,-21,5,-20,5,-19,7,-20,8,-20,7,-20,7,-20,8,-20,8,-20,9,-21,9,-21,10,-21,11,-20,12,-21,11,-22,11,-21,11,-21,12,-20,13,-19,13,-20,13,-20,14,-21,14,-22,15,-21,15,-20,15,-20,16,-19,15,-20,15,-21,15,-21,14,-20,15,-20,18,-19,18,-20,16,-20,18,-20,18,-20,19,-19,19,-18,19,-19,19,-19,19,-18,18,-18,19,-16,19,-16,18,-16,16,-18,18,-19,19,-19,19,-19,18,-19,18,-18,18,-16,19,-16,19,-16,18,-18,16,-19,18,-18,20,-18,19,-18,18,-18,18,-18,19,-18,18,-18,15,-19,15,-20,15,-21,15,-21,16,-19,15,-20,15,-19,15,-20,15,-21,15,-20,15,-20,15,-21,16,-21,15,-21,14,-21,15,-21,16,-21,15,-21,15,-21,14,-21,13,-21,14,-22,15,-23,15,-22,14,-21,14,-22,14,-23,14,-23,14,-23,14,-24,12,-24,13,-25,12,-25,13,-26,14,-26,14,-27,13,-28,13,-27,14,-26,13,-26,14,-25,12,-26,11,-27,12,-27,12,-27,12,-27,12,-26,12,-27,12,-29,13,-29,14,-29,15,-27,0,0,14,-29,14,-29,13,-29,12,-28,13,-27,14,-26,13,-27,12,-27,13,-27,13,-27,13,-27,14,-27,14,-26,14,-25,14,-26,14,-26,13,-27,12,-27,12,-26,11,-25,11,-25,11,-27,10,-26,10,-26,10,-26,10,-26,10,-26,10,-26,10,-26,11,-26,10,-25,9,-25,9,-26,9,-27,9,-27,9,-26,9,-27,9,-27,8,-27,7,-27,6,-26,6,-25,6,-26,7,-26,7,-26,7,-26,6,-27,3,-27,6,-27,5,-28,6,-27,6,-26,6,-27,5,-27,5,-26,5,-25,4,-27,3,-28,4,-28,5,-28,5,-28,5,-28,4,-28,4,-27,5,-27,5,-27,5,-29,4,-30,5,-30,5,-29,5,-29,5,-29,5,-30,5,-30,5,-30,5,-30,6,-29,6,-27,6,-28,7,-28,7,-29,7,-30,7,-30,7,-30,8,-29,8,-27,8,-27,8,-27,8,-27,7,-27,8,-27,9,-27,9,-27,9,-27,10,-27,11,-27,11,-26,10,-24,11,-24,11,-24,11,-24,10,-24,11,-25,11,-25,12,-24,12,-24,13,-23,14,-22,14,-22,13,-22,14,-21,15,-20,15,-19,15,-19,15,-19,15,-20,15,-19,15,-19,15,-18,15,-18,19,-14,21,-11,20,-11,0,0,0,0,0,0,0,0]"
